,STANDARDNA PORABNIŠKA SKUPINA (LETNA PORABA),CENA,ČETRTLETJE,EUR/kWh,leto,cetrtletje
847,DC (2500 do <5000 KWh),Brez DDV,2023Q4,0.166186623795624,2023,4
848,DC (2500 do <5000 KWh),Brez DDV,2024Q1,0.168563562293658,2024,1
849,DC (2500 do <5000 KWh),Brez DDV,2024Q2,0.173604558408061,2024,2
850,DC (2500 do <5000 KWh),Z vsemi davki,2012Q1,0.153,2012,1
851,DC (2500 do <5000 KWh),Z vsemi davki,2012Q2,0.1555,2012,2
852,DC (2500 do <5000 KWh),Z vsemi davki,2012Q3,0.1552,2012,3
853,DC (2500 do <5000 KWh),Z vsemi davki,2012Q4,0.1532,2012,4
854,DC (2500 do <5000 KWh),Z vsemi davki,2013Q1,0.1586,2013,1
855,DC (2500 do <5000 KWh),Z vsemi davki,2013Q2,0.1636,2013,2
856,DC (2500 do <5000 KWh),Z vsemi davki,2013Q3,0.165,2013,3
857,DC (2500 do <5000 KWh),Z vsemi davki,2013Q4,0.1638,2013,4
858,DC (2500 do <5000 KWh),Z vsemi davki,2014Q1,0.1626,2014,1
859,DC (2500 do <5000 KWh),Z vsemi davki,2014Q2,0.1635,2014,2
860,DC (2500 do <5000 KWh),Z vsemi davki,2014Q3,0.1648,2014,3
861,DC (2500 do <5000 KWh),Z vsemi davki,2014Q4,0.1617,2014,4
862,DC (2500 do <5000 KWh),Z vsemi davki,2015Q1,0.1579,2015,1
863,DC (2500 do <5000 KWh),Z vsemi davki,2015Q2,0.1599,2015,2
864,DC (2500 do <5000 KWh),Z vsemi davki,2015Q3,0.1649,2015,3
865,DC (2500 do <5000 KWh),Z vsemi davki,2015Q4,0.1615,2015,4
866,DC (2500 do <5000 KWh),Z vsemi davki,2016Q1,0.1598,2016,1
867,DC (2500 do <5000 KWh),Z vsemi davki,2016Q2,0.1639,2016,2
868,DC (2500 do <5000 KWh),Z vsemi davki,2016Q3,0.1665,2016,3
869,DC (2500 do <5000 KWh),Z vsemi davki,2016Q4,0.1598,2016,4
870,DC (2500 do <5000 KWh),Z vsemi davki,2017Q1,0.158839275518402,2017,1
871,DC (2500 do <5000 KWh),Z vsemi davki,2017Q2,0.163442056045718,2017,2
872,DC (2500 do <5000 KWh),Z vsemi davki,2017Q3,0.165232509184973,2017,3
873,DC (2500 do <5000 KWh),Z vsemi davki,2017Q4,0.157852543740074,2017,4
874,DC (2500 do <5000 KWh),Z vsemi davki,2018Q1,0.15881136050613,2018,1
875,DC (2500 do <5000 KWh),Z vsemi davki,2018Q2,0.164202479340348,2018,2
876,DC (2500 do <5000 KWh),Z vsemi davki,2018Q3,0.166452012415459,2018,3
877,DC (2500 do <5000 KWh),Z vsemi davki,2018Q4,0.161545986343216,2018,4
878,DC (2500 do <5000 KWh),Z vsemi davki,2019Q1,0.160984082869316,2019,1
879,DC (2500 do <5000 KWh),Z vsemi davki,2019Q2,0.166108878870621,2019,2
880,DC (2500 do <5000 KWh),Z vsemi davki,2019Q3,0.169680323957728,2019,3
881,DC (2500 do <5000 KWh),Z vsemi davki,2019Q4,0.163577044341941,2019,4
882,DC (2500 do <5000 KWh),Z vsemi davki,2020Q1,0.149305440107489,2020,1
883,DC (2500 do <5000 KWh),Z vsemi davki,2020Q2,0.139971719124985,2020,2
884,DC (2500 do <5000 KWh),Z vsemi davki,2020Q3,0.175109257665704,2020,3
885,DC (2500 do <5000 KWh),Z vsemi davki,2020Q4,0.164811000643501,2020,4
886,DC (2500 do <5000 KWh),Z vsemi davki,2021Q1,0.162382878593621,2021,1
887,DC (2500 do <5000 KWh),Z vsemi davki,2021Q2,0.170620557928124,2021,2
888,DC (2500 do <5000 KWh),Z vsemi davki,2021Q3,0.177838613401925,2021,3
889,DC (2500 do <5000 KWh),Z vsemi davki,2021Q4,0.165722120686268,2021,4
890,DC (2500 do <5000 KWh),Z vsemi davki,2022Q1,0.119563375005055,2022,1
891,DC (2500 do <5000 KWh),Z vsemi davki,2022Q2,0.162344363772373,2022,2
892,DC (2500 do <5000 KWh),Z vsemi davki,2022Q3,0.214364759228209,2022,3
893,DC (2500 do <5000 KWh),Z vsemi davki,2022Q4,0.17616195994772,2022,4
894,DC (2500 do <5000 KWh),Z vsemi davki,2023Q1,0.187079057897933,2023,1
895,DC (2500 do <5000 KWh),Z vsemi davki,2023Q2,0.1973,2023,2
896,DC (2500 do <5000 KWh),Z vsemi davki,2023Q3,0.221778900071642,2023,3
897,DC (2500 do <5000 KWh),Z vsemi davki,2023Q4,0.202747681030661,2023,4
898,DC (2500 do <5000 KWh),Z vsemi davki,2024Q1,0.205647545998262,2024,1
899,DC (2500 do <5000 KWh),Z vsemi davki,2024Q2,0.211797561257834,2024,2
900,DD (5000 do <15000 KWh),Energija,2012Q1,0.0604,2012,1
901,DD (5000 do <15000 KWh),Energija,2012Q2,0.0615,2012,2
902,DD (5000 do <15000 KWh),Energija,2012Q3,0.0615,2012,3
903,DD (5000 do <15000 KWh),Energija,2012Q4,0.0607,2012,4
904,DD (5000 do <15000 KWh),Energija,2013Q1,0.0605,2013,1
905,DD (5000 do <15000 KWh),Energija,2013Q2,0.0605,2013,2
906,DD (5000 do <15000 KWh),Energija,2013Q3,0.0605,2013,3
907,DD (5000 do <15000 KWh),Energija,2013Q4,0.0594,2013,4
908,DD (5000 do <15000 KWh),Energija,2014Q1,0.0582,2014,1
909,DD (5000 do <15000 KWh),Energija,2014Q2,0.0576,2014,2
910,DD (5000 do <15000 KWh),Energija,2014Q3,0.0579,2014,3
911,DD (5000 do <15000 KWh),Energija,2014Q4,0.0573,2014,4
912,DD (5000 do <15000 KWh),Energija,2015Q1,0.0561,2015,1
913,DD (5000 do <15000 KWh),Energija,2015Q2,0.0558,2015,2
914,DD (5000 do <15000 KWh),Energija,2015Q3,0.0564,2015,3
915,DD (5000 do <15000 KWh),Energija,2015Q4,0.0556,2015,4
916,DD (5000 do <15000 KWh),Energija,2016Q1,0.0546,2016,1
917,DD (5000 do <15000 KWh),Energija,2016Q2,0.055,2016,2
918,DD (5000 do <15000 KWh),Energija,2016Q3,0.0554,2016,3
919,DD (5000 do <15000 KWh),Energija,2016Q4,0.054,2016,4
920,DD (5000 do <15000 KWh),Energija,2017Q1,0.053883961119943,2017,1
921,DD (5000 do <15000 KWh),Energija,2017Q2,0.053424492581671,2017,2
922,DD (5000 do <15000 KWh),Energija,2017Q3,0.053850392278849,2017,3
923,DD (5000 do <15000 KWh),Energija,2017Q4,0.052413653040405,2017,4
924,DD (5000 do <15000 KWh),Energija,2018Q1,0.052670091196572,2018,1
925,DD (5000 do <15000 KWh),Energija,2018Q2,0.05293788783284,2018,2
926,DD (5000 do <15000 KWh),Energija,2018Q3,0.053929812880747,2018,3
927,DD (5000 do <15000 KWh),Energija,2018Q4,0.054760128662492,2018,4
928,DD (5000 do <15000 KWh),Energija,2019Q1,0.056092790324682,2019,1
929,DD (5000 do <15000 KWh),Energija,2019Q2,0.056670742058854,2019,2
930,DD (5000 do <15000 KWh),Energija,2019Q3,0.057644646049069,2019,3
931,DD (5000 do <15000 KWh),Energija,2019Q4,0.058529883141684,2019,4
932,DD (5000 do <15000 KWh),Energija,2020Q1,0.060092550085797,2020,1
933,DD (5000 do <15000 KWh),Energija,2020Q2,0.059620268149769,2020,2
934,DD (5000 do <15000 KWh),Energija,2020Q3,0.063770578327296,2020,3
935,DD (5000 do <15000 KWh),Energija,2020Q4,0.062711063152555,2020,4
936,DD (5000 do <15000 KWh),Energija,2021Q1,0.061485456598738,2021,1
937,DD (5000 do <15000 KWh),Energija,2021Q2,0.063281098782159,2021,2
938,DD (5000 do <15000 KWh),Energija,2021Q3,0.064934074736263,2021,3
939,DD (5000 do <15000 KWh),Energija,2021Q4,0.06296291622855,2021,4
940,DD (5000 do <15000 KWh),Energija,2022Q1,0.066851531066738,2022,1
941,DD (5000 do <15000 KWh),Energija,2022Q2,0.07421216774112,2022,2
942,DD (5000 do <15000 KWh),Energija,2022Q3,0.092518370365846,2022,3
943,DD (5000 do <15000 KWh),Energija,2022Q4,0.089774852969598,2022,4
944,DD (5000 do <15000 KWh),Energija,2023Q1,0.101806349842518,2023,1
945,DD (5000 do <15000 KWh),Energija,2023Q2,0.10232,2023,2
946,DD (5000 do <15000 KWh),Energija,2023Q3,0.102598950650337,2023,3
947,DD (5000 do <15000 KWh),Energija,2023Q4,0.099291555298081,2023,4
948,DD (5000 do <15000 KWh),Energija,2024Q1,0.107020253186721,2024,1
949,DD (5000 do <15000 KWh),Energija,2024Q2,0.108004193318304,2024,2
950,DD (5000 do <15000 KWh),Omrežnina,2012Q1,0.0488,2012,1
951,DD (5000 do <15000 KWh),Omrežnina,2012Q2,0.0493,2012,2
952,DD (5000 do <15000 KWh),Omrežnina,2012Q3,0.0493,2012,3
953,DD (5000 do <15000 KWh),Omrežnina,2012Q4,0.0486,2012,4
954,DD (5000 do <15000 KWh),Omrežnina,2013Q1,0.0479,2013,1
955,DD (5000 do <15000 KWh),Omrežnina,2013Q2,0.0485,2013,2
956,DD (5000 do <15000 KWh),Omrežnina,2013Q3,0.049,2013,3
957,DD (5000 do <15000 KWh),Omrežnina,2013Q4,0.048,2013,4
958,DD (5000 do <15000 KWh),Omrežnina,2014Q1,0.0478,2014,1
959,DD (5000 do <15000 KWh),Omrežnina,2014Q2,0.0488,2014,2
960,DD (5000 do <15000 KWh),Omrežnina,2014Q3,0.0492,2014,3
961,DD (5000 do <15000 KWh),Omrežnina,2014Q4,0.0483,2014,4
962,DD (5000 do <15000 KWh),Omrežnina,2015Q1,0.0462,2015,1
963,DD (5000 do <15000 KWh),Omrežnina,2015Q2,0.0474,2015,2
964,DD (5000 do <15000 KWh),Omrežnina,2015Q3,0.0481,2015,3
965,DD (5000 do <15000 KWh),Omrežnina,2015Q4,0.0466,2015,4
966,DD (5000 do <15000 KWh),Omrežnina,2016Q1,0.0462,2016,1
967,DD (5000 do <15000 KWh),Omrežnina,2016Q2,0.048,2016,2
968,DD (5000 do <15000 KWh),Omrežnina,2016Q3,0.0489,2016,3
969,DD (5000 do <15000 KWh),Omrežnina,2016Q4,0.0467,2016,4
970,DD (5000 do <15000 KWh),Omrežnina,2017Q1,0.046612325137904,2017,1
971,DD (5000 do <15000 KWh),Omrežnina,2017Q2,0.048628968363953,2017,2
972,DD (5000 do <15000 KWh),Omrežnina,2017Q3,0.04932820573109,2017,3
973,DD (5000 do <15000 KWh),Omrežnina,2017Q4,0.047007386901695,2017,4
974,DD (5000 do <15000 KWh),Omrežnina,2018Q1,0.046568099188577,2018,1
975,DD (5000 do <15000 KWh),Omrežnina,2018Q2,0.04922877042428,2018,2
976,DD (5000 do <15000 KWh),Omrežnina,2018Q3,0.04994350484138,2018,3
977,DD (5000 do <15000 KWh),Omrežnina,2018Q4,0.047362648523141,2018,4
978,DD (5000 do <15000 KWh),Omrežnina,2019Q1,0.04469145099007,2019,1
979,DD (5000 do <15000 KWh),Omrežnina,2019Q2,0.047000197551057,2019,2
980,DD (5000 do <15000 KWh),Omrežnina,2019Q3,0.048418563157312,2019,3
981,DD (5000 do <15000 KWh),Omrežnina,2019Q4,0.045513377573505,2019,4
982,DD (5000 do <15000 KWh),Omrežnina,2020Q1,0.04003777297466,2020,1
983,DD (5000 do <15000 KWh),Omrežnina,2020Q2,0.038229316758356,2020,2
984,DD (5000 do <15000 KWh),Omrežnina,2020Q3,0.046530316786112,2020,3
985,DD (5000 do <15000 KWh),Omrežnina,2020Q4,0.042981597124959,2020,4
986,DD (5000 do <15000 KWh),Omrežnina,2021Q1,0.040699807124221,2021,1
987,DD (5000 do <15000 KWh),Omrežnina,2021Q2,0.043168569334727,2021,2
988,DD (5000 do <15000 KWh),Omrežnina,2021Q3,0.045279906302579,2021,3
989,DD (5000 do <15000 KWh),Omrežnina,2021Q4,0.041378184328617,2021,4
990,DD (5000 do <15000 KWh),Omrežnina,2022Q1,0.01677709019844,2022,1
991,DD (5000 do <15000 KWh),Omrežnina,2022Q2,0.030707326015499,2022,2
992,DD (5000 do <15000 KWh),Omrežnina,2022Q3,0.050677224326966,2022,3
993,DD (5000 do <15000 KWh),Omrežnina,2022Q4,0.046840233629334,2022,4
994,DD (5000 do <15000 KWh),Omrežnina,2023Q1,0.045293416240375,2023,1
995,DD (5000 do <15000 KWh),Omrežnina,2023Q2,0.04887,2023,2
996,DD (5000 do <15000 KWh),Omrežnina,2023Q3,0.051147873685036,2023,3
997,DD (5000 do <15000 KWh),Omrežnina,2023Q4,0.046551846851258,2023,4
998,DD (5000 do <15000 KWh),Omrežnina,2024Q1,0.04665726599283,2024,1
999,DD (5000 do <15000 KWh),Omrežnina,2024Q2,0.051083502787931,2024,2
1000,DD (5000 do <15000 KWh),Brez davkov,2012Q1,0.1091,2012,1
1001,DD (5000 do <15000 KWh),Brez davkov,2012Q2,0.1109,2012,2
1002,DD (5000 do <15000 KWh),Brez davkov,2012Q3,0.1108,2012,3
1003,DD (5000 do <15000 KWh),Brez davkov,2012Q4,0.1093,2012,4
1004,DD (5000 do <15000 KWh),Brez davkov,2013Q1,0.1084,2013,1
1005,DD (5000 do <15000 KWh),Brez davkov,2013Q2,0.109,2013,2
1006,DD (5000 do <15000 KWh),Brez davkov,2013Q3,0.1095,2013,3
1007,DD (5000 do <15000 KWh),Brez davkov,2013Q4,0.1075,2013,4
1008,DD (5000 do <15000 KWh),Brez davkov,2014Q1,0.106,2014,1
1009,DD (5000 do <15000 KWh),Brez davkov,2014Q2,0.1064,2014,2
1010,DD (5000 do <15000 KWh),Brez davkov,2014Q3,0.1072,2014,3
1011,DD (5000 do <15000 KWh),Brez davkov,2014Q4,0.1056,2014,4
1012,DD (5000 do <15000 KWh),Brez davkov,2015Q1,0.1024,2015,1
1013,DD (5000 do <15000 KWh),Brez davkov,2015Q2,0.1033,2015,2
1014,DD (5000 do <15000 KWh),Brez davkov,2015Q3,0.1045,2015,3
1015,DD (5000 do <15000 KWh),Brez davkov,2015Q4,0.1022,2015,4
1016,DD (5000 do <15000 KWh),Brez davkov,2016Q1,0.1009,2016,1
1017,DD (5000 do <15000 KWh),Brez davkov,2016Q2,0.103,2016,2
1018,DD (5000 do <15000 KWh),Brez davkov,2016Q3,0.1042,2016,3
1019,DD (5000 do <15000 KWh),Brez davkov,2016Q4,0.1007,2016,4
1020,DD (5000 do <15000 KWh),Brez davkov,2017Q1,0.100496286257847,2017,1
1021,DD (5000 do <15000 KWh),Brez davkov,2017Q2,0.102053460945624,2017,2
1022,DD (5000 do <15000 KWh),Brez davkov,2017Q3,0.103178598009939,2017,3
1023,DD (5000 do <15000 KWh),Brez davkov,2017Q4,0.0994210399421,2017,4
1024,DD (5000 do <15000 KWh),Brez davkov,2018Q1,0.09923819038515,2018,1
1025,DD (5000 do <15000 KWh),Brez davkov,2018Q2,0.10216665825712,2018,2
1026,DD (5000 do <15000 KWh),Brez davkov,2018Q3,0.103873317722128,2018,3
1027,DD (5000 do <15000 KWh),Brez davkov,2018Q4,0.102122777185633,2018,4
1028,DD (5000 do <15000 KWh),Brez davkov,2019Q1,0.100784241314752,2019,1
1029,DD (5000 do <15000 KWh),Brez davkov,2019Q2,0.103670939609911,2019,2
1030,DD (5000 do <15000 KWh),Brez davkov,2019Q3,0.106063209206381,2019,3
1031,DD (5000 do <15000 KWh),Brez davkov,2019Q4,0.10404326071519,2019,4
1032,DD (5000 do <15000 KWh),Brez davkov,2020Q1,0.100130323060457,2020,1
1033,DD (5000 do <15000 KWh),Brez davkov,2020Q2,0.097849584908125,2020,2
1034,DD (5000 do <15000 KWh),Brez davkov,2020Q3,0.110300895113407,2020,3
1035,DD (5000 do <15000 KWh),Brez davkov,2020Q4,0.105692660277514,2020,4
1036,DD (5000 do <15000 KWh),Brez davkov,2021Q1,0.10218526372296,2021,1
1037,DD (5000 do <15000 KWh),Brez davkov,2021Q2,0.106449668116886,2021,2
1038,DD (5000 do <15000 KWh),Brez davkov,2021Q3,0.110213981038842,2021,3
1039,DD (5000 do <15000 KWh),Brez davkov,2021Q4,0.104341100557167,2021,4
1040,DD (5000 do <15000 KWh),Brez davkov,2022Q1,0.083628621265178,2022,1
1041,DD (5000 do <15000 KWh),Brez davkov,2022Q2,0.104919493756619,2022,2
1042,DD (5000 do <15000 KWh),Brez davkov,2022Q3,0.143195594692812,2022,3
1043,DD (5000 do <15000 KWh),Brez davkov,2022Q4,0.136615086598932,2022,4
1044,DD (5000 do <15000 KWh),Brez davkov,2023Q1,0.147099766082893,2023,1
1045,DD (5000 do <15000 KWh),Brez davkov,2023Q2,0.15119,2023,2
1046,DD (5000 do <15000 KWh),Brez davkov,2023Q3,0.153746824335374,2023,3
1047,DD (5000 do <15000 KWh),Brez davkov,2023Q4,0.145843402149339,2023,4
1048,DD (5000 do <15000 KWh),Brez davkov,2024Q1,0.153677519179552,2024,1
1049,DD (5000 do <15000 KWh),Brez davkov,2024Q2,0.159087696106235,2024,2
1050,DD (5000 do <15000 KWh),Dodatki in prispevki,2012Q1,0.0069,2012,1
1051,DD (5000 do <15000 KWh),Dodatki in prispevki,2012Q2,0.0071,2012,2
1052,DD (5000 do <15000 KWh),Dodatki in prispevki,2012Q3,0.0071,2012,3
1053,DD (5000 do <15000 KWh),Dodatki in prispevki,2012Q4,0.007,2012,4
1054,DD (5000 do <15000 KWh),Dodatki in prispevki,2013Q1,0.0102,2013,1
1055,DD (5000 do <15000 KWh),Dodatki in prispevki,2013Q2,0.0123,2013,2
1056,DD (5000 do <15000 KWh),Dodatki in prispevki,2013Q3,0.0127,2013,3
1057,DD (5000 do <15000 KWh),Dodatki in prispevki,2013Q4,0.012,2013,4
1058,DD (5000 do <15000 KWh),Dodatki in prispevki,2014Q1,0.012,2014,1
1059,DD (5000 do <15000 KWh),Dodatki in prispevki,2014Q2,0.0127,2014,2
1060,DD (5000 do <15000 KWh),Dodatki in prispevki,2014Q3,0.013,2014,3
1061,DD (5000 do <15000 KWh),Dodatki in prispevki,2014Q4,0.0124,2014,4
1062,DD (5000 do <15000 KWh),Dodatki in prispevki,2015Q1,0.0112,2015,1
1063,DD (5000 do <15000 KWh),Dodatki in prispevki,2015Q2,0.0122,2015,2
1064,DD (5000 do <15000 KWh),Dodatki in prispevki,2015Q3,0.014,2015,3
1065,DD (5000 do <15000 KWh),Dodatki in prispevki,2015Q4,0.0134,2015,4
1066,DD (5000 do <15000 KWh),Dodatki in prispevki,2016Q1,0.0127,2016,1
1067,DD (5000 do <15000 KWh),Dodatki in prispevki,2016Q2,0.0143,2016,2
1068,DD (5000 do <15000 KWh),Dodatki in prispevki,2016Q3,0.015,2016,3
1069,DD (5000 do <15000 KWh),Dodatki in prispevki,2016Q4,0.0131,2016,4
1070,DD (5000 do <15000 KWh),Dodatki in prispevki,2017Q1,0.012592669123112,2017,1
1071,DD (5000 do <15000 KWh),Dodatki in prispevki,2017Q2,0.014524785765056,2017,2
1072,DD (5000 do <15000 KWh),Dodatki in prispevki,2017Q3,0.01422765175742,2017,3
1073,DD (5000 do <15000 KWh),Dodatki in prispevki,2017Q4,0.013036419321468,2017,4
1074,DD (5000 do <15000 KWh),Dodatki in prispevki,2018Q1,0.012119004139733,2018,1
1075,DD (5000 do <15000 KWh),Dodatki in prispevki,2018Q2,0.014691960565796,2018,2
1076,DD (5000 do <15000 KWh),Dodatki in prispevki,2018Q3,0.015207306006495,2018,3
1077,DD (5000 do <15000 KWh),Dodatki in prispevki,2018Q4,0.012906033091283,2018,4
1078,DD (5000 do <15000 KWh),Dodatki in prispevki,2019Q1,0.01213167957789,2019,1
1079,DD (5000 do <15000 KWh),Dodatki in prispevki,2019Q2,0.014374394229544,2019,2
1080,DD (5000 do <15000 KWh),Dodatki in prispevki,2019Q3,0.015561841389842,2019,3
1081,DD (5000 do <15000 KWh),Dodatki in prispevki,2019Q4,0.012938936445801,2019,4
1082,DD (5000 do <15000 KWh),Dodatki in prispevki,2020Q1,0.00921408183151,2020,1
1083,DD (5000 do <15000 KWh),Dodatki in prispevki,2020Q2,0.007384945051166,2020,2
1084,DD (5000 do <15000 KWh),Dodatki in prispevki,2020Q3,0.015463514482781,2020,3
1085,DD (5000 do <15000 KWh),Dodatki in prispevki,2020Q4,0.011978511205453,2020,4
1086,DD (5000 do <15000 KWh),Dodatki in prispevki,2021Q1,0.011542724147551,2021,1
1087,DD (5000 do <15000 KWh),Dodatki in prispevki,2021Q2,0.014048962875547,2021,2
1088,DD (5000 do <15000 KWh),Dodatki in prispevki,2021Q3,0.015988282921124,2021,3
1089,DD (5000 do <15000 KWh),Dodatki in prispevki,2021Q4,0.012120340829727,2021,4
1090,DD (5000 do <15000 KWh),Dodatki in prispevki,2022Q1,0.005573068211956,2022,1
1091,DD (5000 do <15000 KWh),Dodatki in prispevki,2022Q2,0.009851275237306,2022,2
1092,DD (5000 do <15000 KWh),Dodatki in prispevki,2022Q3,0.012926115655874,2022,3
1093,DD (5000 do <15000 KWh),Dodatki in prispevki,2022Q4,0.00698669877867,2022,4
1094,DD (5000 do <15000 KWh),Dodatki in prispevki,2023Q1,0.006284658995736,2023,1
1095,DD (5000 do <15000 KWh),Dodatki in prispevki,2023Q2,0.008045,2023,2
1096,DD (5000 do <15000 KWh),Dodatki in prispevki,2023Q3,0.011230227128619,2023,3
1097,DD (5000 do <15000 KWh),Dodatki in prispevki,2023Q4,0.005464803632476,2023,4
1098,DD (5000 do <15000 KWh),Dodatki in prispevki,2024Q1,0.002460292975539,2024,1
1099,DD (5000 do <15000 KWh),Dodatki in prispevki,2024Q2,0.002459750583155,2024,2
1100,DD (5000 do <15000 KWh),Brez DDV,2012Q1,0.116,2012,1
1101,DD (5000 do <15000 KWh),Brez DDV,2012Q2,0.118,2012,2
1102,DD (5000 do <15000 KWh),Brez DDV,2012Q3,0.1179,2012,3
1103,DD (5000 do <15000 KWh),Brez DDV,2012Q4,0.1163,2012,4
1104,DD (5000 do <15000 KWh),Brez DDV,2013Q1,0.1185,2013,1
1105,DD (5000 do <15000 KWh),Brez DDV,2013Q2,0.1213,2013,2
1106,DD (5000 do <15000 KWh),Brez DDV,2013Q3,0.1222,2013,3
1107,DD (5000 do <15000 KWh),Brez DDV,2013Q4,0.1194,2013,4
1108,DD (5000 do <15000 KWh),Brez DDV,2014Q1,0.118,2014,1
1109,DD (5000 do <15000 KWh),Brez DDV,2014Q2,0.1192,2014,2
1110,DD (5000 do <15000 KWh),Brez DDV,2014Q3,0.1202,2014,3
1111,DD (5000 do <15000 KWh),Brez DDV,2014Q4,0.118,2014,4
1112,DD (5000 do <15000 KWh),Brez DDV,2015Q1,0.1136,2015,1
1113,DD (5000 do <15000 KWh),Brez DDV,2015Q2,0.1155,2015,2
1114,DD (5000 do <15000 KWh),Brez DDV,2015Q3,0.1185,2015,3
1115,DD (5000 do <15000 KWh),Brez DDV,2015Q4,0.1156,2015,4
1116,DD (5000 do <15000 KWh),Brez DDV,2016Q1,0.1135,2016,1
1117,DD (5000 do <15000 KWh),Brez DDV,2016Q2,0.1173,2016,2
1118,DD (5000 do <15000 KWh),Brez DDV,2016Q3,0.1193,2016,3
1119,DD (5000 do <15000 KWh),Brez DDV,2016Q4,0.1138,2016,4
1120,DD (5000 do <15000 KWh),Brez DDV,2017Q1,0.113088955380959,2017,1
1121,DD (5000 do <15000 KWh),Brez DDV,2017Q2,0.11657824671068,2017,2
1122,DD (5000 do <15000 KWh),Brez DDV,2017Q3,0.117406249767359,2017,3
1123,DD (5000 do <15000 KWh),Brez DDV,2017Q4,0.112457459263568,2017,4
1124,DD (5000 do <15000 KWh),Brez DDV,2018Q1,0.111357194524883,2018,1
1125,DD (5000 do <15000 KWh),Brez DDV,2018Q2,0.116858618822915,2018,2
1126,DD (5000 do <15000 KWh),Brez DDV,2018Q3,0.119080623728623,2018,3
1127,DD (5000 do <15000 KWh),Brez DDV,2018Q4,0.115028810276916,2018,4
1128,DD (5000 do <15000 KWh),Brez DDV,2019Q1,0.112915920892642,2019,1
1129,DD (5000 do <15000 KWh),Brez DDV,2019Q2,0.118045333839456,2019,2
1130,DD (5000 do <15000 KWh),Brez DDV,2019Q3,0.121625050596222,2019,3
1131,DD (5000 do <15000 KWh),Brez DDV,2019Q4,0.116982197160991,2019,4
1132,DD (5000 do <15000 KWh),Brez DDV,2020Q1,0.109344404891966,2020,1
1133,DD (5000 do <15000 KWh),Brez DDV,2020Q2,0.105234529959291,2020,2
1134,DD (5000 do <15000 KWh),Brez DDV,2020Q3,0.125764409596188,2020,3
1135,DD (5000 do <15000 KWh),Brez DDV,2020Q4,0.117671171482968,2020,4
1136,DD (5000 do <15000 KWh),Brez DDV,2021Q1,0.113727987870511,2021,1
1137,DD (5000 do <15000 KWh),Brez DDV,2021Q2,0.120498630992433,2021,2
1138,DD (5000 do <15000 KWh),Brez DDV,2021Q3,0.126202263959967,2021,3
1139,DD (5000 do <15000 KWh),Brez DDV,2021Q4,0.116461441386894,2021,4
1140,DD (5000 do <15000 KWh),Brez DDV,2022Q1,0.089201689477135,2022,1
1141,DD (5000 do <15000 KWh),Brez DDV,2022Q2,0.114770768993925,2022,2
1142,DD (5000 do <15000 KWh),Brez DDV,2022Q3,0.156121710348686,2022,3
1143,DD (5000 do <15000 KWh),Brez DDV,2022Q4,0.143601785377602,2022,4
1144,DD (5000 do <15000 KWh),Brez DDV,2023Q1,0.153384425078629,2023,1
1145,DD (5000 do <15000 KWh),Brez DDV,2023Q2,0.15923,2023,2
1146,DD (5000 do <15000 KWh),Brez DDV,2023Q3,0.164977051463992,2023,3
1147,DD (5000 do <15000 KWh),Brez DDV,2023Q4,0.151308205781814,2023,4
1148,DD (5000 do <15000 KWh),Brez DDV,2024Q1,0.156137812155091,2024,1
1149,DD (5000 do <15000 KWh),Brez DDV,2024Q2,0.16154744668939,2024,2
1150,DD (5000 do <15000 KWh),Z vsemi davki,2012Q1,0.1392,2012,1
1151,DD (5000 do <15000 KWh),Z vsemi davki,2012Q2,0.1416,2012,2
1152,DD (5000 do <15000 KWh),Z vsemi davki,2012Q3,0.1415,2012,3
1153,DD (5000 do <15000 KWh),Z vsemi davki,2012Q4,0.1396,2012,4
1154,DD (5000 do <15000 KWh),Z vsemi davki,2013Q1,0.1422,2013,1
1155,DD (5000 do <15000 KWh),Z vsemi davki,2013Q2,0.1455,2013,2
1156,DD (5000 do <15000 KWh),Z vsemi davki,2013Q3,0.1466,2013,3
1157,DD (5000 do <15000 KWh),Z vsemi davki,2013Q4,0.1457,2013,4
1158,DD (5000 do <15000 KWh),Z vsemi davki,2014Q1,0.1439,2014,1
1159,DD (5000 do <15000 KWh),Z vsemi davki,2014Q2,0.1454,2014,2
1160,DD (5000 do <15000 KWh),Z vsemi davki,2014Q3,0.1466,2014,3
1161,DD (5000 do <15000 KWh),Z vsemi davki,2014Q4,0.144,2014,4
1162,DD (5000 do <15000 KWh),Z vsemi davki,2015Q1,0.1386,2015,1
1163,DD (5000 do <15000 KWh),Z vsemi davki,2015Q2,0.1409,2015,2
1164,DD (5000 do <15000 KWh),Z vsemi davki,2015Q3,0.1446,2015,3
1165,DD (5000 do <15000 KWh),Z vsemi davki,2015Q4,0.141,2015,4
1166,DD (5000 do <15000 KWh),Z vsemi davki,2016Q1,0.1385,2016,1
1167,DD (5000 do <15000 KWh),Z vsemi davki,2016Q2,0.1431,2016,2
1168,DD (5000 do <15000 KWh),Z vsemi davki,2016Q3,0.1455,2016,3
1169,DD (5000 do <15000 KWh),Z vsemi davki,2016Q4,0.1389,2016,4
1170,DD (5000 do <15000 KWh),Z vsemi davki,2017Q1,0.13796852556477,2017,1
1171,DD (5000 do <15000 KWh),Z vsemi davki,2017Q2,0.142225460987029,2017,2
1172,DD (5000 do <15000 KWh),Z vsemi davki,2017Q3,0.143235624716178,2017,3
